Date,Team 1,Team 2,Score 1,Score 2
11/3/2025,McMurry,Abilene Christian,55,92
11/3/2025,James Madison,Akron,71,85
11/3/2025,North Dakota,Alabama,62,91
11/3/2025,Blue Mountain,Alabama A&M,60,80
11/3/2025,Florida,Arizona,87,93
11/3/2025,Southern,Arkansas,77,109
11/3/2025,SUNY Maritime,Army,49,73
11/3/2025,Bethune Cookman,Auburn,90,95
11/3/2025,Bryan,Austin Peay,47,128
11/3/2025,Louisiana,Ball St.,64,75
11/3/2025,UT Rio Grande Valley,Baylor,81,96
11/3/2025,Air Force,Belmont,63,79
11/3/2025,Hawaii Pacific,Boise St.,79,78
11/3/2025,Texas St.,Bowling Green,48,83
11/3/2025,Delaware,Bucknell,70,78
11/3/2025,Southern Miss,Buffalo,79,85
11/3/2025,Villanova,BYU,66,71
11/3/2025,USC Upstate,Cal Baptist,75,87
11/3/2025,Cal Tech,Cal St. Fullerton,82,136
11/3/2025,Cal St. Bakersfield,California,60,87
11/3/2025,NVU Johnson,Central Connecticut,55,117
11/3/2025,Appalachian St.,Central Michigan,66,82
11/3/2025,Tusculum,Charleston,58,79
11/3/2025,Indiana St.,Charlotte,76,92
11/3/2025,Union,Chattanooga,39,92
11/3/2025,Western Carolina,Cincinnati,63,94
11/3/2025,New Hampshire,Clemson,38,88
11/3/2025,Montana St.,Colorado,78,84
11/3/2025,Incarnate Word,Colorado St.,64,98
11/3/2025,New Haven,Connecticut,55,79
11/3/2025,Nobel,CSUN,58,99
11/3/2025,DeSales,Davidson,63,97
11/3/2025,Canisius,Dayton,48,88
11/3/2025,Chicago St.,DePaul,62,92
11/3/2025,Northern Arizona,Drake,71,77
11/3/2025,Widener,Drexel,59,93
11/3/2025,Niagara,Duquesne,63,83
11/3/2025,Arlington Baptist,East Texas A&M,60,119
11/3/2025,Georgia St.,Eastern Michigan,49,71
11/3/2025,Florida National,FIU,49,101
11/3/2025,Boston College,Florida Atlantic,78,83
11/3/2025,New College of Florida,Florida Gulf Coast,60,96
11/3/2025,Fresno Pacific,Fresno St.,51,88
11/3/2025,High Point,Furman,97,71
11/3/2025,Wofford,George Mason,46,70
11/3/2025,Maine,George Washington,47,67
11/3/2025,Morgan St.,Georgetown,70,87
11/3/2025,Bellarmine,Georgia,59,104
11/3/2025,Maryland Eastern Shore,Georgia Tech,52,56
11/3/2025,Texas Southern,Gonzaga,43,98
11/3/2025,Huston Tillotson,Grambling St.,47,91
11/3/2025,Purdue Fort Wayne,Grand Canyon,71,90
11/3/2025,Lehigh,Houston,57,75
11/3/2025,Southern Arkansas,Houston Christian,70,74
11/3/2025,Missouri,Howard,88,67
11/3/2025,Jackson St.,Illinois,55,113
11/3/2025,Detroit Mercy,Illinois Chicago,71,91
11/3/2025,Fairleigh Dickinson,Iowa St.,50,88
11/3/2025,Oakwood,Jacksonville St.,63,117
11/3/2025,Green Bay,Kansas,51,94
11/3/2025,Evangel,Kansas City,74,80
11/3/2025,Paine,Kennesaw St.,29,105
11/3/2025,Troy,Kent St.,103,97
11/3/2025,Texas A&M San Antonio,Lamar,53,93
11/3/2025,SUNY Cobleskill,Le Moyne,50,94
11/3/2025,Kentucky Christian,Liberty,57,98
11/3/2025,Mary Baldwin,Longwood,55,92
11/3/2025,South Carolina St.,Louisville,45,104
11/3/2025,Cleveland St.,Loyola Chicago,88,91
11/3/2025,Lincoln CA,Loyola Marymount,54,137
11/3/2025,Towson,Loyola MD,67,56
11/3/2025,Albany,Marquette,53,80
11/3/2025,Coppin St.,Maryland,61,83
11/3/2025,Marshall,Massachusetts,78,72
11/3/2025,Champion Christian,McNeese,65,127
11/3/2025,Jacksonville,Miami FL,69,86
11/3/2025,Old Dominion,Miami OH,72,87
11/3/2025,Oakland,Michigan,78,121
11/3/2025,Colgate,Michigan St.,69,80
11/3/2025,Hampton,Milwaukee,86,90
11/3/2025,Gardner Webb,Minnesota,60,87
11/3/2025,Southeastern Louisiana,Mississippi,58,88
11/3/2025,Northwest Indian,Montana,41,106
11/3/2025,Midway,Morehead St.,84,89
11/3/2025,North Carolina Central,N.C. State,66,114
11/3/2025,West Georgia,Nebraska,53,86
11/3/2025,Murray St.,Nebraska Omaha,85,77
11/3/2025,Washington Adventist,Norfolk St.,76,98
11/3/2025,Central Arkansas,North Carolina,54,94
11/3/2025,New Mexico Highlands,North Texas,54,88
11/3/2025,Boston University,Northeastern,76,75
11/3/2025,Colorado College,Northern Colorado,57,91
11/3/2025,Louisiana Monroe,Northern Illinois,82,102
11/3/2025,Cincinnati Clermont,Northern Kentucky,69,126
11/3/2025,Mercyhurst,Northwestern,47,70
11/3/2025,LIU,Notre Dame,67,89
11/3/2025,Arkansas St.,Ohio,89,85
11/3/2025,IU Indy,Ohio St.,102,118
11/3/2025,Saint Francis,Oklahoma,66,102
11/3/2025,North Dakota St.,Oregon St.,65,67
11/3/2025,Fairfield,Penn St.,68,76
11/3/2025,Life Pacific,Pepperdine,80,88
11/3/2025,Youngstown St.,Pittsburgh,59,74
11/3/2025,Willamette,Portland,83,120
11/3/2025,Biblical Studies,Prairie View A&M,48,95
11/3/2025,Navy,Presbyterian,76,55
11/3/2025,Holy Cross,Providence,79,89
11/3/2025,Western Illinois,Radford,75,80
11/3/2025,Stetson,Rhode Island,62,93
11/3/2025,Lafayette,Saint Joseph's,76,85
11/3/2025,Southeast Missouri,Saint Louis,67,92
11/3/2025,St. Thomas,Saint Mary's,58,84
11/3/2025,LeTourneau,Sam Houston St.,59,95
11/3/2025,UC Santa Cruz,San Francisco,53,98
11/3/2025,Denver,Seattle,73,84
11/3/2025,Saint Peter's,Seton Hall,50,77
11/3/2025,Bryant,Siena,66,82
11/3/2025,Tarleton St.,SMU,76,96
11/3/2025,Utah Tech,South Dakota,81,79
11/3/2025,Merrimack,South Dakota St.,66,75
11/3/2025,Florida A&M,South Florida,67,102
11/3/2025,McKendree,Southern Illinois,42,83
11/3/2025,Bradley,St. Bonaventure,63,69
11/3/2025,Quinnipiac,St. John's,74,108
11/3/2025,Millsaps,Stephen F. Austin,76,103
11/3/2025,Thomas ME,Stonehill,48,100
11/3/2025,Farmingdale St.,Stony Brook,59,66
11/3/2025,Binghamton,Syracuse,47,85
11/3/2025,New Orleans,TCU,78,74
11/3/2025,Mercer,Tennessee,61,76
11/3/2025,Fisk,Tennessee St.,50,101
11/3/2025,Northwestern St.,Texas A&M,68,98
11/3/2025,Trinity TX,Texas A&M Corpus Chris,56,83
11/3/2025,Erskine,The Citadel,61,105
11/3/2025,South Alabama,Toledo,76,74
11/3/2025,Samford,Tulane,72,85
11/3/2025,Oklahoma Christian,Tulsa,57,100
11/3/2025,Mississippi Valley St.,UAB,55,106
11/3/2025,Menlo,UC Davis,69,96
11/3/2025,Bethesda,UC Irvine,49,125
11/3/2025,La Sierra,UC Riverside,49,90
11/3/2025,La Verne,UC San Diego,73,105
11/3/2025,Hofstra,UCF,78,82
11/3/2025,Eastern Washington,UCLA,74,80
11/3/2025,Rivier,UMass Lowell,55,107
11/3/2025,Mount Olive,UNC Wilmington,77,106
11/3/2025,Cal Poly,USC,64,94
11/3/2025,UNT Dallas,UT Arlington,40,91
11/3/2025,San Jose St.,Utah,75,84
11/3/2025,Westminster UT,Utah St.,54,110
11/3/2025,Texas Permian Basin,UTEP,56,98
11/3/2025,Lipscomb,Vanderbilt,61,105
11/3/2025,Wagner,VCU,74,103
11/3/2025,Western New England,Vermont,68,75
11/3/2025,Rider,Virginia,53,87
11/3/2025,Charleston Southern,Virginia Tech,67,98
11/3/2025,Johnson & Wales NC,VMI,58,122
11/3/2025,American,Wake Forest,74,88
11/3/2025,Arkansas Pine Bluff,Washington,50,94
11/3/2025,Idaho,Washington St.,83,81
11/3/2025,West Coast Baptist,Weber St.,38,130
11/3/2025,Tennessee Tech,Western Kentucky,70,82
11/3/2025,Coastal Carolina,Western Michigan,71,76
11/3/2025,Georgian Court,William & Mary,63,110
11/3/2025,Queens,Winthrop,74,81
11/3/2025,Campbell,Wisconsin,64,96
11/3/2025,Franklin,Wright St.,37,86
11/3/2025,Northern St.,Wyoming,75,99
11/3/2025,Marist,Xavier,62,66
11/4/2025,Southern Utah,Arizona St.,64,81
11/4/2025,Texas,Duke,60,75
11/4/2025,Georgia Southern,East Carolina,89,92
11/4/2025,Converse,East Tennessee St.,50,102
11/4/2025,Alcorn St.,Florida St.,76,108
11/4/2025,NJIT,Fordham,72,61
11/4/2025,Park,Idaho St.,71,81
11/4/2025,Robert Morris,Iowa,69,101
11/4/2025,UNC Greensboro,Kansas St.,64,93
11/4/2025,Nicholls,Kentucky,51,77
11/4/2025,Arkansas Baptist,Little Rock,63,92
11/4/2025,St. Joseph's NY Bkn,Manhattan,59,125
11/4/2025,Missouri Southern St.,Missouri St.,70,88
11/4/2025,Caldwell,Monmouth,68,96
11/4/2025,Louisiana Tech,Nevada,50,77
11/4/2025,Adams St.,New Mexico St.,72,83
11/4/2025,Oral Roberts,Oklahoma St.,71,95
11/4/2025,Hawaii,Oregon,59,60
11/4/2025,Evansville,Purdue,51,82
11/4/2025,Biblical Studies,Rice,38,109
11/4/2025,Dominican CA,Sacramento St.,79,103
11/4/2025,US Merchant Marine,Sacred Heart,46,103
11/4/2025,Occidental,San Diego,59,88
11/4/2025,Long Beach St.,San Diego St.,45,77
11/4/2025,Cal Poly Humboldt,Santa Clara,53,83
11/4/2025,East West,SIUE,50,119
11/4/2025,North Carolina A&T,South Carolina,72,91
11/4/2025,Portland St.,Stanford,79,89
11/4/2025,Lindenwood,Texas Tech,60,98
11/4/2025,San Francisco St.,UC Santa Barbara,67,98
11/4/2025,Penn St. York,UMBC,53,74
11/4/2025,Tennessee Martin,UNLV,86,81
11/4/2025,West Coast Baptist,Utah Valley,35,116
11/4/2025,Eastern Illinois,Valparaiso,63,66
11/4/2025,Mount St. Mary's,West Virginia,54,70
11/4/2025,UNC Asheville,Wichita St.,58,75
11/5/2025,Carolina,Appalachian St.,46,92
11/5/2025,RIT,Binghamton,56,66
11/5/2025,Southern Indiana,Butler,58,88
11/5/2025,Pacific Lutheran,Cal Poly,79,101
11/5/2025,South Dakota,Creighton,76,92
11/5/2025,Belmont Abbey,Elon,51,99
11/5/2025,USC Upstate,Fresno St.,67,66
11/5/2025,Maryland Eastern Shore,Georgia,29,94
11/5/2025,Alabama A&M,Indiana,51,98
11/5/2025,Washington & Lee,James Madison,56,70
11/5/2025,Coppin St.,La Salle,59,87
11/5/2025,Dickinson,Lafayette,44,79
11/5/2025,Eastern Washington,Loyola Marymount,62,70
11/5/2025,Tarleton St.,LSU,60,96
11/5/2025,Southern,Marquette,82,100
11/5/2025,LaGrange,Mercer,62,101
11/5/2025,Milligan,Middle Tennessee,51,100
11/5/2025,North Alabama,Mississippi St.,62,86
11/5/2025,MUW,Mississippi Valley St.,61,97
11/5/2025,Ottawa AZ,Montana,39,73
11/5/2025,Northwest Indian,Montana St.,44,114
11/5/2025,East Texas A&M,New Mexico,54,76
11/5/2025,Regent,Norfolk St.,55,119
11/5/2025,Life Pacific,Pacific,56,83
11/5/2025,Dallas,Prairie View A&M,53,94
11/5/2025,Bluefield,Presbyterian,76,105
11/5/2025,Lynchburg,Queens,76,87
11/5/2025,Southern Virginia,Richmond,56,84
11/5/2025,Rider,Rutgers,53,81
11/5/2025,Delaware St.,Temple,65,83
11/5/2025,Texas A&M San Antonio,Texas St.,55,114
11/5/2025,North Dakota St.,UC Davis,68,80
11/5/2025,Bethesda,Utah Tech,65,110
11/5/2025,Biblical Studies,UTSA,30,97
11/5/2025,Plattsburgh St.,Vermont,62,113
11/6/2025,Nebraska Omaha,Abilene Christian,71,73
11/6/2025,Merrimack,Auburn,57,95
11/6/2025,The Citadel,Boston College,47,76
11/6/2025,Bethany WV,Bowling Green,65,120
11/6/2025,Whittier,Cal St. Bakersfield,61,83
11/6/2025,Wright St.,California,67,77
11/6/2025,Allegheny,Canisius,43,84
11/6/2025,Toccoa Falls,Charleston Southern,71,106
11/6/2025,Capital,Cleveland St.,70,71
11/6/2025,Robert Morris,Drake,81,79
11/6/2025,Midway,Eastern Kentucky,60,122
11/6/2025,North Florida,Florida,64,104
11/6/2025,Mid Atlantic Christian,Hampton,43,103
11/6/2025,UDC,Howard,71,103
11/6/2025,Illinois Tech,Indiana St.,73,104
11/6/2025,Grambling St.,Iowa St.,62,102
11/6/2025,LIU,IU Indy,94,90
11/6/2025,Trinity FL,Jacksonville,45,132
11/6/2025,Valley Forge,Lehigh,52,91
11/6/2025,St. Louis Pharmacy,Lindenwood,51,116
11/6/2025,Jackson St.,Louisville,70,106
11/6/2025,Mercyhurst,Loyola Chicago,73,65
11/6/2025,Penn St. Abington,Loyola MD,60,96
11/6/2025,Bethune Cookman,Miami FL,61,101
11/6/2025,Central Pennsylvania,Morgan St.,77,101
11/6/2025,Curry,New Hampshire,31,113
11/6/2025,UC Riverside,North Dakota,74,70
11/6/2025,Northwestern St.,North Texas,53,80
11/6/2025,CSUN,Northern Iowa,57,86
11/6/2025,Illinois St.,Ohio,68,72
11/6/2025,Randolph,Old Dominion,53,93
11/6/2025,Arkansas Pine Bluff,Portland,74,83
11/6/2025,Central Connecticut,Quinnipiac,49,71
11/6/2025,Chicago St.,Saint Louis,86,108
11/6/2025,Texas A&M Corpus Chris,SMU,58,69
11/6/2025,Alcorn St.,South Alabama,70,76
11/6/2025,Dakota St.,South Dakota St.,62,68
11/6/2025,Tougaloo,Southern Miss,57,93
11/6/2025,Saint Francis,TCU,63,104
11/6/2025,Texas Southern,Texas A&M,70,104
11/6/2025,Denver,Washington,70,84
11/6/2025,Campbell,West Virginia,65,73
11/6/2025,Northwood MI,Western Michigan,85,81
11/6/2025,Le Moyne,Xavier,69,74
11/7/2025,Utah Tech,Arizona,67,93
11/7/2025,Mansfield,Ball St.,54,84
11/7/2025,Siena,Brown,62,46
11/7/2025,Green Bay,Buffalo,76,83
11/7/2025,Tennessee Tech,Charlotte,65,70
11/7/2025,Georgia St.,Cincinnati,64,74
11/7/2025,Gardner Webb,Clemson,59,97
11/7/2025,Virginia Lynchburg,Coastal Carolina,44,121
11/7/2025,Northeastern,Colgate,68,65
11/7/2025,UMass Lowell,Connecticut,47,110
11/7/2025,Washington St.,Davidson,69,85
11/7/2025,Wilmington DE,Delaware,71,62
11/7/2025,Stonehill,DePaul,64,72
11/7/2025,Sacred Heart,Duquesne,80,92
11/7/2025,Nicholls,Eastern Illinois,57,65
11/7/2025,Calumet,Evansville,50,92
11/7/2025,Alabama St.,Florida St.,64,101
11/7/2025,Mount Saint Mary,Fordham,37,106
11/7/2025,Troy,Furman,64,61
11/7/2025,Winthrop,George Mason,90,96
11/7/2025,Bryant,Georgia Tech,45,74
11/7/2025,Youngstown St.,Grand Canyon,90,81
11/7/2025,MIT,Harvard,50,79
11/7/2025,Whitman,Idaho,49,94
11/7/2025,Florida Gulf Coast,Illinois,70,113
11/7/2025,Jarvis Christian,Incarnate Word,60,104
11/7/2025,Hofstra,Iona,73,81
11/7/2025,Western Illinois,Iowa,58,77
11/7/2025,Cornell,Kent St.,102,110
11/7/2025,Valparaiso,Kentucky,59,107
11/7/2025,Charleston,Liberty,75,90
11/7/2025,Southeastern Louisiana,Louisiana,52,58
11/7/2025,Georgetown,Maryland,70,60
11/7/2025,Trinity Christian,Miami OH,49,129
11/7/2025,Louisiana Monroe,Mississippi,65,86
11/7/2025,Southeast Missouri,Missouri,84,89
11/7/2025,Bucknell,Mount St. Mary's,73,62
11/7/2025,Mississippi Valley St.,Murray St.,60,108
11/7/2025,UAB,N.C. State,70,94
11/7/2025,Yale,Navy,97,68
11/7/2025,Columbia,New Haven,71,53
11/7/2025,Lane,North Alabama,84,90
11/7/2025,Kansas,North Carolina,74,87
11/7/2025,Justice,Northern Arizona,55,87
11/7/2025,Colorado Christian,Northern Colorado,65,101
11/7/2025,Boston University,Northwestern,52,76
11/7/2025,Detroit Mercy,Notre Dame,70,102
11/7/2025,Purdue Fort Wayne,Ohio St.,68,94
11/7/2025,Rice,Oregon,63,67
11/7/2025,Illinois Chicago,Oregon St.,73,76
11/7/2025,Rowan,Penn,72,119
11/7/2025,Longwood,Pittsburgh,60,78
11/7/2025,Northwest Indian,Portland St.,74,122
11/7/2025,Oakland,Purdue,77,87
11/7/2025,West Virginia Wesleyan,Radford,61,99
11/7/2025,Tulsa,Rhode Island,82,65
11/7/2025,Jessup,Sacramento St.,76,86
11/7/2025,Chattanooga,Saint Mary's,66,87
11/7/2025,South Carolina St.,Samford,72,82
11/7/2025,Idaho St.,San Diego,71,68
11/7/2025,McNeese,Santa Clara,67,79
11/7/2025,Wagner,Seton Hall,61,68
11/7/2025,Kansas City,Southern Illinois,78,101
11/7/2025,VMI,Southern Indiana,78,74
11/7/2025,Arkansas St.,Stephen F. Austin,65,90
11/7/2025,Fort Lauderdale,Stetson,77,106
11/7/2025,Sam Houston St.,Texas Tech,77,98
11/7/2025,Cal Baptist,UC Irvine,69,61
11/7/2025,Pepperdine,UCLA,63,74
11/7/2025,VCU,Utah St.,77,80
11/7/2025,Western New Mexico,UTEP,70,107
11/7/2025,SIUE,UTSA,77,60
11/7/2025,North Carolina Central,Virginia,62,81
11/7/2025,Morehead St.,Wake Forest,65,81
11/7/2025,Huntingdon,West Georgia,83,120
11/7/2025,Northern Illinois,Wisconsin,72,97
11/8/2025,Austin Peay,Air Force,74,54
11/8/2025,Princeton,Akron,69,104
11/8/2025,Tennessee St.,Belmont,79,87
11/8/2025,Niagara,Binghamton,67,59
11/8/2025,Utah Valley,Boise St.,77,101
11/8/2025,Central Michigan,Bradley,54,85
11/8/2025,IU Indy,Butler,80,112
11/8/2025,Holy Cross,BYU,53,98
11/8/2025,Champion Christian,Central Arkansas,63,110
11/8/2025,Eastern Washington,Colorado,97,102
11/8/2025,UMBC,Dayton,71,77
11/8/2025,Western Carolina,Duke,54,95
11/8/2025,Kennesaw St.,Florida A&M,92,72
11/8/2025,Charleston,Florida Atlantic,77,94
11/8/2025,Long Beach St.,Fresno St.,62,82
11/8/2025,UNC Asheville,Georgia Southern,90,93
11/8/2025,Oklahoma,Gonzaga,68,83
11/8/2025,Averett,High Point,52,127
11/8/2025,Towson,Houston,48,65
11/8/2025,Bellarmine,Kansas St.,71,98
11/8/2025,Monmouth,La Salle,60,73
11/8/2025,Arkansas Pine Bluff,Loyola Marymount,72,94
11/8/2025,Cheyney,Maryland Eastern Shore,59,104
11/8/2025,Albany,Massachusetts,62,83
11/8/2025,San Francisco,Memphis,70,76
11/8/2025,Penn St New Kensington,Mercyhurst,43,94
11/8/2025,Arkansas,Michigan St.,66,69
11/8/2025,Webster,Middle Tennessee,56,109
11/8/2025,Alcorn St.,Minnesota,50,95
11/8/2025,Northwestern Oklahoma,Missouri St.,57,106
11/8/2025,FIU,Nebraska,66,96
11/8/2025,Pacific,Nevada,77,78
11/8/2025,Penn St.,New Haven,87,43
11/8/2025,UT Arlington,New Mexico,56,74
11/8/2025,Fairfield,NJIT,74,53
11/8/2025,William & Mary,Norfolk St.,81,78
11/8/2025,John Brown,Oral Roberts,50,84
11/8/2025,East Tennessee St.,Presbyterian,64,68
11/8/2025,Virginia Tech,Providence,107,101
11/8/2025,East Carolina,Richmond,72,87
11/8/2025,Drexel,Saint Joseph's,65,76
11/8/2025,Fairleigh Dickinson,Saint Peter's,83,93
11/8/2025,Cal Poly,Seattle,73,71
11/8/2025,Spring Hill,South Alabama,50,99
11/8/2025,George Washington,South Florida,99,95
11/8/2025,UT Rio Grande Valley,Southern Utah,95,72
11/8/2025,Canisius,St. Bonaventure,70,89
11/8/2025,Alabama,St. John's,103,96
11/8/2025,Army,St. Thomas,76,83
11/8/2025,Montana,Stanford,68,91
11/8/2025,Maine,Stony Brook,60,71
11/8/2025,Delaware St.,Syracuse,43,83
11/8/2025,Texas A&M Corpus Chris,Tarleton St.,77,85
11/8/2025,Northern Kentucky,Tennessee,56,95
11/8/2025,Lafayette,Texas,60,97
11/8/2025,Marshall,Toledo,85,73
11/8/2025,Texas St.,Tulane,71,79
11/8/2025,Houston Christian,UC San Diego,60,78
11/8/2025,San Jose St.,UC Santa Barbara,74,85
11/8/2025,Vanderbilt,UCF,105,93
11/8/2025,Elon,UNC Greensboro,92,90
11/8/2025,Chattanooga,UNLV,69,101
11/8/2025,Southern Virginia,USC Upstate,46,105
11/8/2025,Weber St.,Utah,89,92
11/8/2025,Queens,Villanova,74,94
11/8/2025,Prairie View A&M,Wichita St.,62,105
11/8/2025,Milwaukee,Wofford,76,86
11/8/2025,Cal St. Fullerton,Wyoming,82,92
11/9/2025,Penn,American,78,84
11/9/2025,North Carolina Central,Appalachian St.,54,76
11/9/2025,Utah Tech,Arizona St.,66,81
11/9/2025,Washington,Baylor,69,78
11/9/2025,Le Moyne,Bowling Green,60,83
11/9/2025,Vermont,Brown,89,84
11/9/2025,Western Michigan,Campbell,82,91
11/9/2025,Nebraska Omaha,Colorado St.,74,97
11/9/2025,Marist,Dartmouth,75,56
11/9/2025,Oakland City,Evansville,47,76
11/9/2025,Morehead St.,Georgia,81,120
11/9/2025,New Hampshire,Harvard,75,86
11/9/2025,East Texas A&M,Hawaii,74,100
11/9/2025,Grambling St.,Howard,73,70
11/9/2025,Cornell,Illinois St.,65,76
11/9/2025,Coppin St.,James Madison,70,84
11/9/2025,Florida Atlantic,Liberty,68,88
11/9/2025,Lyon,Louisiana Tech,35,93
11/9/2025,North Texas,Loyola Chicago,64,62
11/9/2025,Indiana,Marquette,100,77
11/9/2025,Lipscomb,Mercer,77,92
11/9/2025,VMI,Missouri,68,106
11/9/2025,Denver,Montana St.,75,73
11/9/2025,CSUN,North Dakota,93,85
11/9/2025,South Dakota St.,Northern Iowa,58,65
11/9/2025,Texas A&M,Oklahoma St.,63,87
11/9/2025,UC Davis,Portland,63,67
11/9/2025,Dominican IL,Purdue Fort Wayne,56,137
11/9/2025,Idaho St.,San Diego St.,57,73
11/9/2025,Southern Miss,South Carolina,79,83
11/9/2025,Ozark Christian,South Dakota,65,121
11/9/2025,Kentucky Christian,Tennessee Martin,42,97
11/9/2025,Manhattan,USC,83,114
11/9/2025,Lehigh,West Virginia,47,69
11/10/2025,Cal St. Fullerton,California,65,93
11/10/2025,Columbia,Connecticut,62,89
11/10/2025,Simpson,Drake,51,89
11/10/2025,Western Kentucky,Eastern Kentucky,87,79
11/10/2025,Columbia International,Furman,59,89
11/10/2025,North Greenville,Gardner Webb,92,81
11/10/2025,Presbyterian,Georgia St.,63,61
11/10/2025,Southeastern Louisiana,Georgia Tech,60,70
11/10/2025,Northern Illinois,Grand Canyon,59,88
11/10/2025,Ripon,Green Bay,63,83
11/10/2025,Molloy,Hofstra,61,95
11/10/2025,Mississippi St.,Iowa St.,80,96
11/10/2025,Reinhardt,Jacksonville St.,39,114
11/10/2025,UNC Wilmington,Kent St.,77,86
11/10/2025,Rust,Louisiana Monroe,55,88
11/10/2025,New Orleans,LSU,58,93
11/10/2025,Biblical Studies,McNeese,50,132
11/10/2025,Stetson,Miami FL,61,102
11/10/2025,Little Rock,Milwaukee,72,92
11/10/2025,Delaware St.,Niagara,57,68
11/10/2025,South Carolina St.,North Carolina A&T,62,85
11/10/2025,Cleveland St.,Northwestern,63,110
11/10/2025,Eastern Michigan,Pittsburgh,66,78
11/10/2025,Geneva,Robert Morris,47,93
11/10/2025,Maine,Rutgers,60,72
11/10/2025,Lindenwood,Saint Louis,66,109
11/10/2025,Fairfield,Seton Hall,59,82
11/10/2025,Indiana St.,SIUE,64,55
11/10/2025,Ecclesia,Southern,51,115
11/10/2025,Lamar,TCU,65,78
11/10/2025,Virginia Lynchburg,Tennessee Tech,58,118
11/10/2025,Charleston Southern,The Citadel,96,86
11/10/2025,Lincoln CA,UC Irvine,63,130
11/10/2025,West Georgia,UCLA,62,83
11/10/2025,New Haven,UMass Lowell,73,67
11/10/2025,Arlington Baptist,UT Arlington,61,117
11/10/2025,Holy Cross,Utah,69,87
11/10/2025,St. Thomas,Washington St.,71,81
11/10/2025,Santa Clara,Xavier,87,68
11/10/2025,Penn St. Shenango,Youngstown St.,53,115
11/11/2025,Southwestern Adventist,Abilene Christian,63,104
11/11/2025,LIU,Air Force,76,72
11/11/2025,SUNY Delhi,Albany,52,115
11/11/2025,Northern Arizona,Arizona,49,84
11/11/2025,Central Arkansas,Arkansas,56,93
11/11/2025,Duke,Army,114,59
11/11/2025,Wofford,Auburn,62,93
11/11/2025,Coastal Georgia,Bethune Cookman,60,101
11/11/2025,UT Rio Grande Valley,Boise St.,65,85
11/11/2025,Central Connecticut,Boston College,60,59
11/11/2025,Chicago St.,Butler,66,98
11/11/2025,Delaware,BYU,68,85
11/11/2025,Western Illinois,Cal St. Bakersfield,58,74
11/11/2025,Davidson,Charlotte,62,55
11/11/2025,Dayton,Cincinnati,62,74
11/11/2025,Morehead St.,Clemson,56,83
11/11/2025,Winthrop,Coastal Carolina,66,72
11/11/2025,Drexel,Colgate,83,90
11/11/2025,Buffalo,DePaul,66,53
11/11/2025,Cleary,Detroit Mercy,54,92
11/11/2025,Queens,Duquesne,81,87
11/11/2025,Florida St.,Florida,76,78
11/11/2025,Georgia Southern,Florida Gulf Coast,95,94
11/11/2025,Wagner,Fordham,61,63
11/11/2025,Catawba,George Mason,62,86
11/11/2025,Creighton,Gonzaga,63,90
11/11/2025,Northeastern,Harvard,77,60
11/11/2025,Jacksonville,High Point,64,85
11/11/2025,Texas Tech,Illinois,77,81
11/11/2025,St. Francis IL,Illinois Chicago,55,98
11/11/2025,Southwestern Christian,Incarnate Word,70,109
11/11/2025,IU Columbus,IU Indy,77,121
11/11/2025,Texas A&M Corpus Chris,Kansas,46,77
11/11/2025,Iona,Kansas City,105,91
11/11/2025,Tulane,Louisiana,66,62
11/11/2025,Kentucky,Louisville,88,96
11/11/2025,NJIT,Loyola MD,66,64
11/11/2025,Alcorn St.,Maryland,64,84
11/11/2025,Wake Forest,Michigan,84,85
11/11/2025,Memphis,Mississippi,77,83
11/11/2025,Arkansas St.,Missouri St.,86,85
11/11/2025,UMBC,Morgan St.,81,79
11/11/2025,Maryland Eastern Shore,Nebraska,50,69
11/11/2025,UC Riverside,New Mexico,68,82
11/11/2025,New Mexico Highlands,New Mexico St.,58,74
11/11/2025,Northwestern St.,North Alabama,83,87
11/11/2025,Radford,North Carolina,74,89
11/11/2025,Mayville St.,North Dakota,58,128
11/11/2025,CSUN,North Dakota St.,68,90
11/11/2025,Eastern Illinois,Notre Dame,58,78
11/11/2025,Appalachian St.,Ohio St.,53,75
11/11/2025,Arkansas Pine Bluff,Oklahoma,69,95
11/11/2025,Norfolk St.,Old Dominion,57,60
11/11/2025,Navy,Penn St.,71,80
11/11/2025,Lincoln CA,Pepperdine,76,113
11/11/2025,Bucknell,Princeton,63,73
11/11/2025,Penn,Providence,81,106
11/11/2025,Yale,Quinnipiac,97,60
11/11/2025,Stonehill,Rhode Island,57,80
11/11/2025,Stephen F. Austin,Rice,81,69
11/11/2025,William & Mary,Richmond,86,90
11/11/2025,UC Santa Barbara,Sacramento St.,92,87
11/11/2025,Mount St. Mary's,Saint Francis,74,66
11/11/2025,Ohio,Saint Mary's,60,90
11/11/2025,Murray St.,SMU,91,102
11/11/2025,Bethesda,Southern Utah,60,118
11/11/2025,St. Joseph's NY Long I,Stony Brook,43,107
11/11/2025,Merrimack,Tarleton St.,62,76
11/11/2025,La Salle,Temple,63,90
11/11/2025,Oakwood,Tennessee St.,76,114
11/11/2025,Wilson,Towson,62,101
11/11/2025,Pensacola Christian,Troy,56,121
11/11/2025,Alabama St.,UAB,77,74
11/11/2025,Florida A&M,UCF,60,97
11/11/2025,Lipscomb,UNC Asheville,64,69
11/11/2025,Montana,UNLV,102,93
11/11/2025,Loyola Marymount,UTEP,71,58
